,Artist,Biography,Listeners,Playcount,Similar
60,Nowfolk,"Nowfolk is a rap group formed by Moka Only and Ishkan in Vancouver, Canada back in the late 90s. They released their debut album, “Style Gangstas” in 1999, followed by “The Moon” in 2002. Later, two more Nowfolk albums, “Magnesium Opium” (Supposed to be released in 2003) and “The Winter. From 2001,” (Supposed to be released in 2001) were released in 2016 after being shelved for several years.

Moka Only was decently successful with his solo music while the other member, Ishkan, didn’t make it high up with his solo music <a href=""https://www.last.fm/music/Nowfolk"">Read more on Last.fm</a>",124,2095,"('Ishkan', 'Tank Gawd', 'Ron Contour', 'ZZBRA', 'Rascalz')"
61,Mr. Kee,"Real Name:	J.C Oliva
Profile:	Born and raised in San Francisco's Mission district as a proud Latin, J.C Oliva, aka Mr. Kee, knew at an early age of twelve that his passion for music was going to be his future. Hard work, high goals, and relentless determination has paved the way thus far, and continues to fuel his lifelong quest of doing what he loves to do, rap.

Following the blueprints laid by independent gurus E-40 and JT The Bigga Figga, Kee at the age of 17, started his own record label Sticky Style Recordz and released his debut E. <a href=""https://www.last.fm/music/Mr.+Kee"">Read more on Last.fm</a>",4205,18463,"('14 Caliber', 'Pistol Cee', 'Lil Raider', 'Tokztero', 'Mousie')"
62,Darkroom Familia Presents: Brown Area," <a href=""https://www.last.fm/music/Darkroom+Familia+Presents:+Brown+Area"">Read more on Last.fm</a>",48,300,"('Darkroom Familia', 'Sir Dyno', 'Tokztero', 'Low Down', 'Woodie')"
63,Otis,"Multiple artists are named Otis:
---
1) One of them is a rock band from Roosendaal, the Netherlands. Otis consists of 5 guys who have been in bands like Stockholm Syndrome and Against Time together for years.

The band was founded at the end of 2005 and played its first show in 2006.
So far they did shows all over Holland, Belgium, France and Spain together with bands such as Coalesce, Nomeansno, Torche, NRA, Rise And Fall, Jello Biafra, Coliseum, Restless Youth, Born From Pain and Baroness. <a href=""https://www.last.fm/music/Otis"">Read more on Last.fm</a>",17760,127282,"('Toner Low', 'Queen Elephantine', 'Eternal Elysium', 'Snail', '3against1')"
64,DJ Bomberjack," <a href=""https://www.last.fm/music/DJ+Bomberjack"">Read more on Last.fm</a>",1646,12440,"('Black Mastah', 'Sir Scratch', 'Kacetado', 'Matozoo', 'Fidbek')"
65,83," <a href=""https://www.last.fm/music/83"">Read more on Last.fm</a>",2591,26515,"('Sans Pression', ""L'Assemblée"", 'Koriass', 'Accrophone', 'Black Taboo')"
66,Mino,"There are four artists with this name:

1. MINO (미노) (born Song Min-ho, March 30, 1993 in Yongin, South Korea) is a South Korean rapper and member of the chart-topper boy group  WINNER signed under YG Entertainment. He has also participated in the television series The Strongest K-POP Survival, and was series runner-up for the 2015 rap contest Show Me the Money 4.

MINO was initially a trainee intended for the male group Block B, but left the group before debut for personal reasons. <a href=""https://www.last.fm/music/Mino"">Read more on Last.fm</a>",236703,4876561,"('Winner', 'ZICO', 'G-DRAGON', 'Jay Park', 'Simon Dominic')"
67,Mood Ruff,"Mood Ruff was a conscious hip-hop group hailing from Winnipeg, Manitoba, Canada. The group consisted of Odario, Spitz, Breakz, and ICQRI. Their final album I Do My Own Stunts, was released in 2005, contained their first hit, ""Rocketship"". 

Odario and Spitz, met at Kelvin High School in Winnipeg. In the early 1990s the two members started recording their first demos on a karaoke machine in Spitz’s basement. They first started playing their music live in 1994, in small clubs around Toronto. <a href=""https://www.last.fm/music/Mood+Ruff"">Read more on Last.fm</a>",2933,14595,"('Birdapres', 'Farm Fresh', 'mcenroe & Birdapres', 'Theology 3', 'Pip Skid')"
68,Типичный Ритм," <a href=""https://www.last.fm/music/+noredirect/%D0%A2%D0%B8%D0%BF%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%A0%D0%B8%D1%82%D0%BC"">Read more on Last.fm</a>",1883,22549,"('Белые Братья', 'Легальный Бизне$$', 'Big Black Boots', 'Злой Дух', 'Район Моей Мечты')"
69,Fugees,"The Fugees are an American hip hop trio formed in 1990 in South Orange, New Jersey. Deriving its name from a shortening of the word ""refugees"", the group consists of Wyclef Jean, Pras Michel, and Lauryn Hill. The group rose to prominence in the mid-1990s for their pioneering blend of reggae, R&B, funk and hip hop, which eschewed gangsta rap and made them one of the most significant alternative hip hop acts. They occasionally rapped in Haitian Creole <a href=""https://www.last.fm/music/Fugees"">Read more on Last.fm</a>",2094847,25799691,"('Lauryn Hill', 'Wyclef Jean', 'OutKast', 'The Roots', 'Common')"
70,Def Räädu,"DEF RÄÄDU is a unique mixture of nordic climate, bumpin beats and all good things in this world. Def Räädu’s sound combines reggae, dub, trip hop, house and jazzy flavored beats with a rock steady groove. They successfully deliver tunes that are uplifting and lighthearted.

Def Räädu started in february 1999. Main members / producers GEE aka GY3 aka SUBURBAN SUSPEKT and POZZ aka DEEP POSSAH produced then their first track named ""People With No Money"". <a href=""https://www.last.fm/music/+noredirect/Def+R%C3%A4%C3%A4du"">Read more on Last.fm</a>",2297,42977,"('def räädu & j.o.c.', 'Noizmakaz', 'Toe Tag', 'Cool D', 'A-Rühm')"
71,Южный централ," <a href=""https://www.last.fm/music/+noredirect/%D0%AE%D0%B6%D0%BD%D1%8B%D0%B9+%D1%86%D0%B5%D0%BD%D1%82%D1%80%D0%B0%D0%BB"">Read more on Last.fm</a>",2921,37867,()
72,Sphaeren,"Sphaeren er en dansk rapgruppe bestående af Stik Op Jakob, Martin J (tidligere SuparDejen) og DJ Mugge Vejmand. Gruppen har eksisteret i sin nuværende form siden 1999, før det dannede Stik Op Jakob og Martin J duoen Kongen & Knægten. Sphaeren er en del af Helt Sikkert.  <a href=""https://www.last.fm/music/Sphaeren"">Read more on Last.fm</a>",309,8242,"('Supardejen', 'Joe True', 'Rent mel i posen', 'Brygs', '4fod')"
73,Backbone,"There are at least three artists named Backbone.

1. Backbone is a late-80s hardcore band from Worcester, MA. Their 1995 reunion show led to frontman Aaron Bedard being asked to join Bane.

2. One of the lesser-known affiliates of the rap outfit known as the Dungeon Family. Backbone is based in Atlanta, GA. 

Born and bred in the S.W.A.T.S. section of Atlanta, Backbone connected with the other members of the Dungeon Family around 1990. Led by producers Organized Noize and rap crews Outkast and Goodie Mob <a href=""https://www.last.fm/music/Backbone"">Read more on Last.fm</a>",6918,34785,"('Eightball', 'Detriment', 'Undertow', 'Violation', 'Death Has Spoken')"
74,Immortal Lowlife," <a href=""https://www.last.fm/music/Immortal+Lowlife"">Read more on Last.fm</a>",5703,37744,"('C-9', 'Manson Family', 'Kami Kaze Inc.', 'Mr. Sche', 'Tom Skeemask')"
75,Dobleache," <a href=""https://www.last.fm/music/Dobleache"">Read more on Last.fm</a>",747,5014,"('El Payo Malo', 'Fill Black', 'Explosión Suprema', 'Cuarto Poder', 'Geronación')"
76,Unlogic skill,"Unlogic Skill was a Croatian rap metal and Nu-metal group from Rijeka. They were the first rap metal/nu-metal group in the Balkans.

The band was formed in 1994 by rappers Nitro Tha N (Neven) and Slow B (Bada) with guitarist Dražen Baljak. Their first demo tapes were released on compilation RijeKKKa's Most Wanted where they put three of their songs

In 1997 Unlogic Skill won first place at a music festival for underground bands called Druga Pjesma '97. <a href=""https://www.last.fm/music/Unlogic+skill"">Read more on Last.fm</a>",173,2336,"('central problem', 'S.A.S.T.', 'Dynamind', 'Buffalo Shrimp', 'Eyesburn')"
77,Fjärde Världen,"Fjärde Världen is one of the leading swedish hiphop bands, formed in 1998. Current members are Mattias Lindström-Caliste (Matte), Tom Piha (Tom P) and the DJ Rodrigo Gonzales. They have released two full-length albums,Världsomspegling from 2002 being their debut one. In 2004 they released the follow-up album Gatumusikanterna, by many referred to as one of the most well-produced records on the swedish hiphop-scene to date.Except for the two albums the band has also released several demo tapes, EP:s and 12"" vinyl records. <a href=""https://www.last.fm/music/+noredirect/Fj%C3%A4rde+V%C3%A4rlden"">Read more on Last.fm</a>",13882,189099,"('Fattaru', 'Advance Patrol', 'Sedlighetsroteln', 'Organism 12', 'Ison & Fille')"
78,Caballeros Del Plan G,"Caballeros del Plan G
Latin / Hip Hop / Indie
		
""CplanG Esta De Vuelta!!""

Gomez Palacio, Durango
Mexico 

Band Members	SERKO FU - S.I.M. PLEE - TOXIKON - EFE.ELE - DJ JONTA 

www.glfamilia.com
www.myspace.com/caballerosdelplang <a href=""https://www.last.fm/music/Caballeros+Del+Plan+G"">Read more on Last.fm</a>",2365,15891,"('Gramatiko', 'Playa Mata Fokas', 'Juan Zarate', 'Gz Gamberroz', '67 Clique')"
79,Tech N9ne,"Aaron Dontez Yates (born November 8, 1971 in Kansas City, Missouri), better known by his stage name Tech N9ne or Tecca Nina is an American rapper, co-owner of Strange Music Records and actor. His career has spanned over 24 years, during which he has released eleven albums. According to the He's a Mental Giant Songfacts, his stage name originated from the TEC-9 semi-automatic handgun, given to him by rapper Black Walt due to his fast rhyming style. <a href=""https://www.last.fm/music/Tech+N9ne"">Read more on Last.fm</a>",1057415,24409303,"('Krizz Kaliko', 'Rittz', 'Ces Cru', 'Stevie Stone', 'Hopsin')"
80,Eric IQ & the Prophets Empire,"No one can deny that Hip Hop music is a force to be recon with worldwide. It's a media and economical powerhouse that earn billions of dollars every year and it has a voice that's heard from Harlem to Hollywood and from the streets of New York to the streets of New Deli. 
Hip Hop in general is making it happen and Eric IQ Gray, is making it happen for himself and his record label Angel Youth Enterprises. Eric IQ is not new to the Hip Hop game. He started his first record label, North Side Productions Inc. <a href=""https://www.last.fm/music/Eric+IQ+&+the+Prophets+Empire"">Read more on Last.fm</a>",8,19,()
81,Artfull Dodgers,"From the depths of the underground Hip-Hop scene in Michigan comes the Artfull Dodgers. Consisting of two veteran MCs and a DJ, the Dodgers have been gaining recognition throughout the Midwest for years. By incorporating several different genres of music into their production, and mixing complex lyrics with innovative deliveries, they have created their own unique style of Hip-Hop.
The founding members Brady ""B.Gozza"" Gasser and Rex ""Jackpot"" Demski began recording and performing in the early nineties. <a href=""https://www.last.fm/music/Artfull+Dodgers"">Read more on Last.fm</a>",309,2141,"('Top Authority', 'All Natural', 'Natural Elements', 'Medina Green', 'Mad Flava')"
82,Yener," <a href=""https://www.last.fm/music/Yener"">Read more on Last.fm</a>",2852,20174,"('Yener Çevik', 'Defkhan', 'Dr. Fuchs', 'Saian', 'Sayedar')"
83,N.O.R.E.,"Victor Santiago Jr. (born September 6, 1977 in Queens, New York), better known by his stage name N.O.R.E, is an American rapper, one half of hip hop duo Capone-N-Noreaga that debuted in 1996 and founder of Thugged Out Militainment. He released his debut album, N.O.R.E., in 1998 under the name Noreaga. <a href=""https://www.last.fm/music/N.O.R.E."">Read more on Last.fm</a>",351126,1879846,"('Beanie Sigel', 'Sheek Louch', 'Capone-N-Noreaga', 'The Lox', 'Fabolous')"
84,La Brigade," <a href=""https://www.last.fm/music/La+Brigade"">Read more on Last.fm</a>",16941,192405,"('Pejmaxx', 'La Cliqua', 'Haroun', 'KDD', 'Ali Shaheed Muhammad')"
85,Khujo Goodie,"""Upon first conversing with this brother, I sensed the powerful, revolutionary, scary persona of this brother infused with his knowledge.   Khujo, whose name refers to the leader of the Tribal Maroons who led escaped slaves to freedom. Khujo also means change. If you count the letters K-H-U-J-O on the alphabet, add the numbers up and divide the total by 5, you get the number 13 which symbolizes change:

K(11)+H(8)+U(21)+J(10)+O(15)=65=65/5=13.  Not to mention his birthday falls on the 13th, therefore his name bears special meaning. <a href=""https://www.last.fm/music/Khujo+Goodie"">Read more on Last.fm</a>",2048,10984,"('Big Gipp', 'Jim Crow', 'Slimm Calhoun', 'DSGB', 'lil weavah')"
86,Indy,"Indy Yelich is a singer-songwriter and poet from New Zealand. She is the younger sister of Lorde. <a href=""https://www.last.fm/music/Indy"">Read more on Last.fm</a>",46235,317336,"('Tanja Savic', 'Emina Jahović', 'Lizzo', 'Željko Joksimović', 'OK Band')"
87,Tystion,"Tystion (""Witnesses"") was a Welsh hip hop band featuring Gruff Meredith (subsequently MC Mabon), Nick Fenwick, Steffan Cravos

Fierce campaigners for the promotion of the Welsh language, rappers Tystion fused bilingual rhymes with a revolutionary ideology. ""People in Wales sit in pubs all day, saying 'Let's go off and have a revolution'. Tystion is about actually getting up and doing something"" <a href=""https://www.last.fm/music/Tystion"">Read more on Last.fm</a>",656,6138,"('Kentucky AFC', ""Geraint Jarman A'r Cynganeddwyr"", 'Genod Droog', 'Rheinallt H. Rowlands', 'Mr Huw')"
88,Disflex6,"please redirect to Disflex 6

This is the same artist <a href=""https://www.last.fm/music/Disflex6"">Read more on Last.fm</a>",2199,13846,"('Eibol', 'Ellay Khule', 'Xololanxinxo', 'CVE', 'Pugslee Atomz')"
89,Q Bosilini," <a href=""https://www.last.fm/music/Q+Bosilini"">Read more on Last.fm</a>",396,1479,"('Tinn Man', 'Twang and Round', 'Brabo Gator', 'The Stixxx', 'Racket County')"
90,Gravediggaz,"Gravediggaz was an American hip-hop group from New York City, known for its dark sense of humor and abrasive, menacing soundscapes. Gravediggaz blended hardcore hip hop, gangsta rap and heavy metal with horror elements to pioneer the hip-hop subgenre of horrorcore.

The group was formed in 1992, bringing together Prince Paul (The Undertaker), Frukwan (The Gatekeeper), Poetic (The Grym Reaper) and RZA (The RZArector). It came about largely due to the efforts of Prince Paul. <a href=""https://www.last.fm/music/Gravediggaz"">Read more on Last.fm</a>",291811,4000591,"(""Ol' Dirty Bastard"", 'Inspectah Deck', 'Raekwon', 'Ghostface Killah', 'GZA/Genius')"
91,Moka Only,"With a catalogue that is unmatched by many, Moka Only is often considered to be a pioneer and driving force behind Canadian West Coast hip hop, as well as an important component in popularizing the art of freestyling in Victoria and Vancouver. In the 13+ years since his debut, Moka Only has released more than 40 albums, both solo and collaborative. He records under a variety of aliases, with the most popular being Ron Contour, Flow Torch and The Durable Mammal. <a href=""https://www.last.fm/music/Moka+Only"">Read more on Last.fm</a>",107049,904015,"('Termanology', 'Fliptrix', 'Swollen Members', 'Planet Asia', 'Vinnie Paz')"
92,Point Blank,"There are multiple artists with this name:
1. An American rock band
2. An American rapper
3. A Macedonian nu metal/hardcore band
4. A Canadian hip hop group
5. A Chinese oi! band
6. An alias of Belgian techno producer Jeroen Verheij
7. A hardcore band
8. An American alternative rock band
9. An Australian rock band
10. An American southern punkrock band.
11. Point Blank (Actually Point.Blank) is a Belgian Dubstep duo formed by 'Vyron' and 'Matar'
12. An Århus-based danish rap group <a href=""https://www.last.fm/music/Point+Blank"">Read more on Last.fm</a>",36448,291627,"('Blackfoot', 'Molly Hatchet', 'Black Oak Arkansas', 'Lynyrd Skynyrd', '.38 Special')"
93,John Smith,"There are several artists with this name, including:
1. a guitar player and singer from Devon UK
2. a Canadian emcee with releases on Peanuts & Corn Records
3. the replacement member for Ryan Preston in the dance trio Cryalie (2009)
4. a post-hardcore band from Toronto

1) John Smith is a guitar player and singer from Devon.  He has toured England, Europe and America extensively.   His technical adventurousness and passion as a live performer have secured him support slots with  <a href=""https://www.last.fm/music/John+Smith"">Read more on Last.fm</a>",90525,681174,"('Joshua Burnside', 'Peter Bradley Adams', 'William Fitzsimmons', 'Ocie Elliott', 'Stu Larsen')"
94,P.B.C. Proud By Choice," <a href=""https://www.last.fm/music/P.B.C.+Proud+By+Choice"">Read more on Last.fm</a>",220,1186,"('locz', 'Yantz', 'Woodie', 'Casper Locs', 'Gass-Pipe')"
95,Deep Dickollective,"Deep Dickollective (or D/DC) is a black queer ""homohop"" group based in Oakland, California. It was formed in early 2000 by Juba Kalamka, Tim'm T. West and Phillip Atiba Goff. The three began working together after Kalamka and West met at a screening of black gay filmmaker and scholar Marlon Riggs' film Tongues Untied. Kalamka and West later met Goff on the campus of Stanford University, where West and Goff were enrolled in PhD programs.

Kalamka and <a href=""https://www.last.fm/music/Deep+Dickollective"">Read more on Last.fm</a>",1485,8096,"('Tori Fixx', 'Deadlee', 'Jenro', 'Katastrophe', 'Sgt. Sass')"
96,Freak Nasty,"According to the Da Dip Songfacts, Freak Nasty was born Carlito Timmons in Puerto Rico. He was raised in New Orleans, Louisiana. Da Dip  was the only Top-40 hit for the rapper. However, in a very rare phenomenon, that single also went platinum! It sold over a million copies by June of '97. To be fair, Freak Nasty has also charted other singles onto the US R&B and US Rap charts.

This is Freak Nasty the one and only my name is not stephan Burnett it's Eriq and I'm from New orleans. <a href=""https://www.last.fm/music/Freak+Nasty"">Read more on Last.fm</a>",84336,325889,"('69 Boyz', 'Tag Team', '2 Live Crew', ""Quad City DJ's"", 'DJ Laz')"
97,Grand Puba,"Grand Puba (born William Dixon March 4, 1966) is a rapper best known as a member of the group Brand Nubian. He debuted with the group Masters of Ceremony. Their album Dynamite (1988) was hailed by critics, but probably due to lack of sales the group soon disbanded, and Puba emerged as the lead rapper of Brand Nubian. After their innovative and versatile debut album One For All (1990) - covering areas from reggae-influenced rap to new jack swing - Puba left the group and embarked on a solo career. <a href=""https://www.last.fm/music/Grand+Puba"">Read more on Last.fm</a>",247103,1771860,"('Lord Finesse', 'Brand Nubian', 'Jeru the Damaja', 'O.C.', 'Artifacts')"
98,Pipi Skid," <a href=""https://www.last.fm/music/+noredirect/Pipi+Skid"">Read more on Last.fm</a>",41,270,()
99,Lost Boyz,"The Lost Boyz are a Hip Hop group from South Jamaica, Queens, New York. The original group members were lead MC Mr. Cheeks, backup MC and hypeman Freaky Tah, DJ Spigg Nice and Pretty Lou.
 
In 1995, the group released their debut single ""Lifestyles Of The Rich & Shameless"", charting on the Billboard Hot 100. The release landed them a record deal with Uptown Records. The group contributed a single to the Don't Be a Menace to South Central While Drinking Your Juice in the Hood soundtrack, titled ""Renee"". <a href=""https://www.last.fm/music/Lost+Boyz"">Read more on Last.fm</a>",111132,808669,"('Keith Murray', 'Shyne', 'MC Lyte', 'Pharoahe Monch', 'Das EFX')"
100,Richie Rich,"1.) Set apart by his rapping style and influence on Snoop Doggy Dogg (by Snoop's own admission), Richie Rich first entered music in the late '80s with the Oakland-based group 415. With D-Loc, DJ Darryl, and JED, Rich crafted a Bay Area classic called 41Fivin', which sold well around the region and spawned a Richie Rich solo album, Don't Do It. As the group was ready to sign a major-label contract with Priority in 1990, however, Richie Rich was arrested for possession of cocaine. <a href=""https://www.last.fm/music/Richie+Rich"">Read more on Last.fm</a>",39442,210420,"('Too $hort', 'B-Legit', 'The Click', 'Spice 1', 'The Jacka')"
101,E.G.G.Man,"E.G.G.MAN is japanese hip hop artist from Soul Scream. <a href=""https://www.last.fm/music/E.G.G.Man"">Read more on Last.fm</a>",461,2693,"('Twigy', 'Suiken', 'Libro', 'キエるマキュウ', 'G.K.MARYAN')"
102,Mr Del," <a href=""https://www.last.fm/music/+noredirect/Mr+Del"">Read more on Last.fm</a>",106,611,()
103,Vate,"Vate is a Mexican electronic music project.

Vate works with very different genres inside electronic music, among them are electro, ambient and sound experimentations.

His remixes and collaborations include artists and groups such as Marasma Zibra, MATIC, 33Canales, Art-Mirall, Discos Konfort, Manuel Neztic, Binaria, Filtro, Nortec Collective (Fussible), Zan Hoffman, Sergi Saldaña, Deus ex Machina, and Minuit de Lacroix.

Most part of his production <a href=""https://www.last.fm/music/Vate"">Read more on Last.fm</a>",25057,108724,"('Metricks', 'Greg Baumont', 'Metricks & GaiaBeat', 'Zeropage', 'Morocco')"
104,Jelleestone,"Jellee took the first step towards carving his name as a solo artist in 1997, scoring a minor hit with a compilation track called When You're Hot, You're Hot. His name broke for real in 2002, when Money, Pt. 1, the lead single from his debut solo banger, Rex Entertainment/Warner Records' Jelleestone Thirteen, climbed to the top of Billboard's Hot 100 chart. Jelleestone was nominated for best new solo artist and best rap recording at Canada's 2002 Juno Awards. <a href=""https://www.last.fm/music/Jelleestone"">Read more on Last.fm</a>",4549,25922,"('Choclair', 'Rascalz', 'Sugar Jones', 'jacksoul', 'Keshia Chanté')"
105,Queen Boyz," <a href=""https://www.last.fm/music/Queen+Boyz"">Read more on Last.fm</a>",32,160,()
106,Llwybr Llaethog,"Llwybr Llaethog (Welsh for Milky Way, although the Milky Way has several names in Welsh folklore) are an experimental Welsh language band that effectively mix such varied musical genres as rap, dub, reggae, hip hop, and punk in their music.

Founded in the northern Welsh town of Blaenau Ffestiniog in 1985 by John Griffiths and Kevs Ford, the two teens had spent the seventies growing up in the decaying industrial surroundings of Blaenau Ffestiniog, Wales. <a href=""https://www.last.fm/music/Llwybr+Llaethog"">Read more on Last.fm</a>",1926,24730,"('Geraint Jarman', 'Anweledig', 'Y Cyrff', 'Tystion', 'Thompsons All Stars')"
107,Petey Pablo,"Moses Barrett III (born July 22, 1973), better known by his stage name Petey Pablo, is an American rapper and record producer from Greenville, North Carolina. He is best known for his 2003 crunk single ""Freek-a-Leek,"" which peaked at number seven on the Billboard Hot 100 and received platinum certification by the Recording Industry Association of America (RIAA). Prior, he signed with Jive Records to release his 2001 single ""Raise Up"" (featuring Timbaland), which served as a tribute to his native Greenville and peaked at number 25 on the chart. <a href=""https://www.last.fm/music/Petey+Pablo"">Read more on Last.fm</a>",552579,3500013,"('Chingy', 'Ludacris', 'Yung Joc', 'Dem Franchize Boyz', 'Ying Yang Twins')"
108,1200 Techniques,"1200 Techniques were an Australian hip hop group from Melbourne, Victoria. They formed in 1997, released two LPs and split up in 2005.

They came to popular attention in 2001 with their track Hard as Hell which received regular airplay on Triple J. Their first album ""Choose One"" was released in 2002 and was followed by several nationwide tours. This helped to not only increase their profile across the country, but that of the fledgeling Australian hip hop industry itself. <a href=""https://www.last.fm/music/1200+Techniques"">Read more on Last.fm</a>",18579,137055,"('Resin Dogs', 'Pegz', 'Astronomy Class', 'The Tongue', 'Phrase')"
109,Kamikaze AKA Mr. Franklin," <a href=""https://www.last.fm/music/Kamikaze+AKA+Mr.+Franklin"">Read more on Last.fm</a>",13,34,()
110,Rex Smallboy," <a href=""https://www.last.fm/music/Rex+Smallboy"">Read more on Last.fm</a>",55,289,"('Mattmac', ""Winnipeg's Most"")"
111,Sage Francis,"Paul ""Sage"" Francis (born November 18, 1976 in Miami, Florida) is a hip-hop artist based in Providence, Rhode Island. 

Noted for his intense flow and sharp wit, Francis has won acclaim both as a freestyle battler and as an unapologetic, intellectual lyricist. Francis uses a broad emotional palette to address a wide range of personal, cultural, and political issues. His unconventional style and persona have given him crossover appeal, but at the same time alienated some hip-hop listeners.  <a href=""https://www.last.fm/music/Sage+Francis"">Read more on Last.fm</a>",344416,10888980,"('Non-Prophets', 'Atmosphere', 'Doomtree', 'Brother Ali', 'Grieves')"
112,MV Bill,"MV Bill is Brazil’s most controversial rapper, and polemical hero of the Rio Hip-Hop movement. He is also a resident of the favela, City of God. MV Bill is a powerful cultural warrior in the fight for social justice. His videoclips are always polemic and very well produced. His music mixes the rage of a war cry into anthems for the lost and doomed youth of Rio’s violent conflicts.

Appointed a Citizen of the World by the UN In 2004, MV Bill’s social-artistic work has been officially recognized by the Brazilian government and by UNICEF. <a href=""https://www.last.fm/music/MV+Bill"">Read more on Last.fm</a>",101312,1376445,"('Sabotage', 'RZO', '509-E', 'Facção Central', 'Edi Rock')"
113,Haystak,"Haystak (born Jason Winfree) is a rapper native of Nashville, Tennessee. He is most renown for his style of rapping he refers to as ""white trash"", that talks about growing up white, poor, and in the South.

Early life

Haystak was born to teenage parents, raised by his grandmother, and grew up in the poorest environment. As he got older, Haystak began engaging in a life of crime. But all that ended after being arrested on charges of drug possession at the age of 15.[citation needed] <a href=""https://www.last.fm/music/Haystak"">Read more on Last.fm</a>",27452,360279,"('Big Smo', 'Bukshot', 'Potluck', 'T-Rock', 'The Dayton Family')"
114,Nonamerz,"Nonamerz — российская рэп-группа из Москвы, основанная в 1998 году участниками группы Da Lost Boyz: Дмитрием «Даймом» Нечаевым и Андреем «Dr. N-Drey» Беспаловым.

Группа получила широкую известность в 2000 году благодаря песне «Ещё один день. Часть 2», записанной совместно с участниками группы «Ю. <a href=""https://www.last.fm/music/Nonamerz"">Read more on Last.fm</a>",13398,168875,"('Сэт', 'Белые Братья', 'Umbriaco', 'Da B.O.M.B.', 'Maryjane')"
115,Ampichino,"Akron, OH 'gangsta' rap artist. Part of Yukmouth's Regime. Albums include: ""Intergalactical"" and ""Mysery"". Mixtapes include ""City of G'z"" with Boss and Freeze, ""357 Magnum"" and ""AK-47"" which are seen as classic Amp mixtapes, ""Stock Xchange"" with BA from 3xKrazy, Boss and Freeze, ""Devilz Rejects"" with Jacka of the Mob Figaz, ""Traffic"" with Berner. Ampichino has many upcoming projects and collaborations. Devilz Rejectz The House Of The Dead will be in stores Oct. 19th. 2010! <a href=""https://www.last.fm/music/Ampichino"">Read more on Last.fm</a>",7565,58119,"('Fed-X', 'The Mob Figaz', 'Killa Keise', 'G-Stack', 'The Jacka and Berner')"
116,Governor Bolts,"Governor Bolts is the cult followed Canadian Hip-Hop talent duo of Paul the Apostle and DJ Moves. It is said they are part of the Len crew.

They have 3 album release variations. One 12"", one CD, and one Cassette tape.

There is also assorted Governor Bolts material floating around the internet and hiphop mixtape collections.

Paul the Apostle is from London, Ontario.
DJ Moves is from Nova Scotia. <a href=""https://www.last.fm/music/Governor+Bolts"">Read more on Last.fm</a>",567,4868,"('Ink Operated', 'Birdapres', 'Imaginations Treetrunk', 'Aalo Guha', 'Gruf')"
117,The Gumshoe Strut,"Underground rapper from Vancouver, Canada. <a href=""https://www.last.fm/music/The+Gumshoe+Strut"">Read more on Last.fm</a>",437,3159,"('Pip Skid', 'Gruf', 'Birdapres', 'Farm Fresh', 'Fermented Reptile')"
118,Musab,"Musab (a.k.a. Minnesota Slicks, formerly known as Beyond and is now going by just Sab the Artist. Sab began his career as a hip hop artist. He was part of The Headshots Crew and then went on to be a co-founder of Rhymesayers Entertainment.  

His debut album entitled Beyond Comparison (1996) was the first release of indie hip-hop label giant, Rhymesayers Entertainment. He contributed to Atmosphere's classic first release, Overcast (1998), then teamed up with Slug, I Self Devine of Micranots, Mr. <a href=""https://www.last.fm/music/Musab"">Read more on Last.fm</a>",4331,29208,"('Micranots', 'I Self Devine', 'Big Quarters', 'Semi.Official', 'Los Nativos')"
119,JoosuC,"Joosuc (주석) is a Korean hip-hop artist.

He started to gain popularity in the early 2000's most notably for his work in the MP HipHop compilation series. He often rapped about unique topics and had a interesting form of delivery. He also featured on many other artist's albums and has become something of a minor icon in the industry.

However he is reported to have a very abrasive personality as there has been a fair amount of 'beef' between him and other Hip Hop artists.  <a href=""https://www.last.fm/music/JoosuC"">Read more on Last.fm</a>",1491,14018,()
120,Too $hort,"Todd Anthony Shaw (born April 28, 1966 in South Los Angeles, California), better known by his stage name Too $hort, is an American rapper and actor. He is considered the forefather of hip-hop in Oakland and the Bay Area, California. Through his music, Too $hort has cultivated a persona of a no-nonsense pimp, and is widely credited for popularizing pimp culture in hip hop, along with Snoop Dogg, Ice-T and Slick Rick. In 1983, Too $hort released his first album <a href=""https://www.last.fm/music/Too+$hort"">Read more on Last.fm</a>",534086,4600301,"('E-40', 'DJ Quik', 'Spice 1', 'Mac Dre', 'Kurupt')"
121,K-Drama,"K-Drama, born Anthony Regis Jones, is a Christian rapper from Cincinnati, Ohio. He has independently released five albums, and has signed to Cross Movement Records to release his sixth album ""We Fit: The Workout Plan"". <a href=""https://www.last.fm/music/K-Drama"">Read more on Last.fm</a>",11470,56562,"('R-Swift', 'The Ambassador', 'Dwayne Tryumf', 'Everyday Process', 'J.R.')"
122,paar@ohrä," <a href=""https://www.last.fm/music/+noredirect/paar@ohr%C3%A4"">Read more on Last.fm</a>",668,11187,"('Lügner', 'Tafs', 'Spooman', 'Tinguely dä Chnächt', 'luut & tüütli')"
