,Artist,Biography,Listeners,Playcount,Similar
106,Jet Boys,"Jet Boys are a garage punk band from Japan.

Jet Boys #1:
(1995)
Assman Ono Ching: guitar, vocals
Joe Alcohol: bass, vocals
Pancho Suzuki: drums, vocals

Jet Boys #2:
(1998)
Ono Ching
Chiaki Kobayashi
Skinny Minnie
 <a href=""https://www.last.fm/music/Jet+Boys"">Read more on Last.fm</a>",4492,23510,"('Hot Pockets', 'Mad 3', ""Gyogun Rend's"", ""'68 Comeback"", 'Baseball Furies')"
107,Premier,"There are at least two artists which use this name

1. Channeling modern rock influences into huge sing-alongs Premier,  the youthful group of musicians hailing from Quincy, Massachusetts came together late in 2011 picks up where most pop punkk bands put their guitars down for synthesizers. Anthem driven choruses topped with catchy hooks make fans of pop punk fall in love with these angsty adolescents.

Since their formation, the pop punk five piece <a href=""https://www.last.fm/music/Premier"">Read more on Last.fm</a>",6205,56705,"('Argema', 'Aleš Brichta', 'Harlej', 'Walda Gang', 'Alkehol')"
108,Such A Surge,"Such a Surge was a German alternative rock/rap rock band. The band was formed in Braunschweig, Lower Saxony in 1992 and broke up in 2006.

Discography
Under Pressure (1995)
Agoraphobic Notes (1996)
Was Besonderes (1998)
Der Surge Effekt (2000)
Rotlicht (2003)
Alpha (2005) <a href=""https://www.last.fm/music/Such+A+Surge"">Read more on Last.fm</a>",45431,805238,"('Dog Eat Dog', 'H-Blockx', 'The Bates', 'muff potter', 'Downset')"
109,Birth Control,"1) German Krautrock band Birth Control were formed 1968 in Berlin. In their early years they played hybrid jazz rock compositions, mainly instrumental. They recorded their first album for Metronome bringing to the fore an accent for humour and provoking thoughts (the name of the band and their album covers illustrate it as well). Their second album Operation shows a great improvement in sound, a kind of heavy rock based sound with subtle jazzy arrangements. <a href=""https://www.last.fm/music/Birth+Control"">Read more on Last.fm</a>",46109,546757,"('Novalis', 'Grobschnitt', 'Jane', 'Kraan', 'Guru Guru')"
110,Onar,"Onar is a page shared by two artists:

Όναρ (Onar) - A Greek ""entexno"" / Greek Rock band

and

Onar - a Polish rapper of Płomień 81 (Flame 81) group <a href=""https://www.last.fm/music/Onar"">Read more on Last.fm</a>",43902,1659314,"('Płomień 81', 'Pih', 'Pyskaty', 'Kajman', 'Młody M')"
111,The Ancient Gallery,"Ancient Gallery was an alternative rock band from Schmitzhöhe, Germany. Recent projects of ex-bandmembers include the bands  Trapset, Traal and Killer Racoon Fish. <a href=""https://www.last.fm/music/The+Ancient+Gallery"">Read more on Last.fm</a>",1104,7094,"('Control the Eclipse', 'The Sixth Incubator', 'Surge of Blood', 'THE CRIMSON DIVINE', 'Generated X-ed')"
112,Appliance,"Appliance are a three piece band consisting of David Ireland (drum kit and keys), James Brooks (guitars, keys, voice) and Michael Parker (bass, keys and voice). 

Their sound is reminiscent of bands like Television, Wire, The Velvet Underground, Neu!, Stereolab, Kraftwerk, Can, New Order, Spiritualised and Talking Heads.

In the late nineties they released three 10"" e.ps on Surveillance, Plastic Cowboy and Enraptured, before signing with Mute Records in 1999. <a href=""https://www.last.fm/music/Appliance"">Read more on Last.fm</a>",8665,93128,"('Gooding', 'Space Mtn', 'Some Say Leland', 'Janah', 'Sea Ray')"
113,Narguilé Hidromecânico," <a href=""https://www.last.fm/music/Narguil%C3%A9+Hidromec%C3%A2nico"">Read more on Last.fm</a>",997,17553,"('Validuaté', 'Lado 2 Estéreo', 'Os Olivêra', 'Mama Quilla', 'V-Road')"
114,The Violents,"There are at least 2 artists named The Violents: 1) Swedish 1960's band   2) American punk-pop trio formed in 2001.

1) The Violents was a mainly instrumental guitar pop group formed in Stockholm, 1959. Their first record was an instrumental version of a traditional song, ""Alpens Ros"", that gave them a hit in 1961 on the Swedish charts. The first recorded songs were recommendations by their record company but they soon started to write their own songs more in line with their own musical taste. <a href=""https://www.last.fm/music/The+Violents"">Read more on Last.fm</a>",2323,12116,"('The Hounds', 'The Executives', 'Dick Rivers', 'Little Gerhard', 'Hasse Rosén')"
115,Epicure,"Epicure were an Australian rock band from Ballarat, Victoria.

The band started in 1996 as a school rock band called Pima's Little Finger. Epicure's five original members Juan Alban, Michael 'Brownie' Brown, Tim Bignell, Dom Santamaria and Luke Cairnes played their first gig at the Dunnstown Football Club in 1996. They released their first recording in 1996 - a demo tape named The Least of These.

Their ""home"" was Ballarat's local live music pub nicknamed ""The Rat"" (The Bridge Mall Inn, now known as Tubbie's Bar). <a href=""https://www.last.fm/music/Epicure"">Read more on Last.fm</a>",21038,224797,"('Big Heavy Stuff', 'Dallas Crane', 'The Cops', 'The Devoted Few', 'Clare Bowditch and The Feeding Set')"
116,Hayden Thompson,"Thompson made his recording debut with ""I Feel the Blues Coming On"" on the Von label in 1954. He signed with Sun in 1956 and recorded the Junior Parker song ""Love My Baby"" with support from Billy Riley's band and Jerry Lee Lewis. Held back for several months, the single failed to become a hit when it was finally released in 1957; none of his other Sun recordings yielded a hit either. Disappointed by his lack of success, Thompson moved to Chicago in 1958 and recorded for several labels, including B. <a href=""https://www.last.fm/music/Hayden+Thompson"">Read more on Last.fm</a>",21398,96466,"('Tommy Blake', 'Onie Wheeler', 'Eddie Bond', 'Jack Earls', 'Malcolm Yelvington')"
117,Vandal X,"There is two bands called Vandal X:

1.) Vandal X is known since year 1994 as a 2 man-noisegenerating-army from Belgium. 

File under noise-hardcore-drone- Vandal X is a two-piece band with the volume and power of a Russian Soyuz Missile being launched in your backyard. They have often been compared with the likes of Shellac, Unsane, Helmet, Today is the day.

In the ten years of their career Bart T and Günther L have played with Fugazi, Tomahawk, Girls against Boys, Sonic Youth, Trans Am, Unsane, Barkmarket and alec Empire. <a href=""https://www.last.fm/music/Vandal+X"">Read more on Last.fm</a>",2057,31772,"('Drums Are for Parades', 'Creature With The Atom Brain', 'PEUK', 'Kabul Golf Club', 'Hypochristmutreefuzz')"
118,Lax'n'Busto,"Lax'n'busto is a Catalan rock band from El Vendrell. They became famous when they were in high school and recorded a song about their maths teacher, who sued them and took them to court. Their first single was ""Carme Falvià"", which is one of their most famous hits although it cannot be found anywhere in the market and it is never performed in concerts. Their second big hit is ""Tinc fam de tu"", inspired in a killer who ate his victim after his crime. <a href=""https://www.last.fm/music/Lax%27n%27Busto"">Read more on Last.fm</a>",20919,496696,"('Els Pets', 'Sopa De Cabra', 'Gossos', 'Sau', ""Whiskyn's"")"
119,Zarama,"punk and power pop band from Santurzi, active from 1981 to 1994.  Lyrics in basque language with subjects such as: basque nationalism, far-left, personal issues, etc. The band recorded 6 studio albums . <a href=""https://www.last.fm/music/Zarama"">Read more on Last.fm</a>",3156,36834,"('Lin Ton Taun', 'Hertzainak', 'EH Sukarra', 'Baldin Bada', 'Itoiz')"
120,Jan Cyrka,"Jan Cyrka is a British guitar player. After a stint in Zodiac Mindwarp and the Love Reaction (under the name Flash Bastard), he released his critically acclaimed debut, ""Beyond The Common Ground,"" in 1992. The track ""Western Eyes"" was used as the theme to the Radio 1 Rock Show. 1995's follow-up album, ""Spirit,"" continued the melodic style but dialled-down some of the guitar pyrotechnics of ...Common Ground. 1997's ""Prickly Pear"" dialled down the hystrionics further still and included vocals from T'Pau singer Carol Decker. <a href=""https://www.last.fm/music/Jan+Cyrka"">Read more on Last.fm</a>",36347,325167,"('Stefano Mastronardi', 'Andy James', 'Charlie Parra Del Riego', 'nobody.one', 'Eddie Van Der Meer')"
121,Karina,"There are multiple artists with this name:

1. Karina Jésica Tejeda (Florida, Vicente López; January 30th of 1986), commonly known as Karina «la Princesita», is an argentine singer-songwriter. She's released eight studio albums, one greatest hits album and one live album.

2. Yu Jimin (Hangul:유지민, born April 11, 2000), commonly known by her stage name KARINA (Hangul: 카리나) is the leader of South Korean girl group aespa (Hangul: 에스파) and a member of South Korean female super-group GOT The Beat. <a href=""https://www.last.fm/music/Karina"">Read more on Last.fm</a>",112747,1379403,"('NINGNING', 'Cazzu', 'aespa', 'Emilia', 'Nicki Nicole')"
122,Bruce Roberts," <a href=""https://www.last.fm/music/Bruce+Roberts"">Read more on Last.fm</a>",6057,19155,"('Brian Elliot', 'Jerry Corbetta', 'Stevie Woods', 'Patrick Simmons', 'Randy Goodrum')"
123,BO GUMBOS," <a href=""https://www.last.fm/music/BO+GUMBOS"">Read more on Last.fm</a>",2956,111253,"('どんと', 'Soul Flower Union', 'The Newest Model', '村八分', 'ローザ・ルクセンブルグ')"
124,Regev Hod,"Regev Hod (רגב הוד in Hebrew) is an Israeli singer, born May 11, 1980. <a href=""https://www.last.fm/music/Regev+Hod"">Read more on Last.fm</a>",1113,8678,"('Lior Narkis', 'Dudu Aharon', 'Moshe Peretz', 'Kobi Peretz', 'Moshik Afia')"
125,Black Debbath,"Black Debbath is a stoner rock/heavy rock band from Oslo, Norway. Black Debbath started off as a Black Sabbath tribute band, but evolved into a humorous rock band. They are known for their funny shows and lyrics, but the band is also focusing on making good, classic rock. Black Debbath have released seven albums and several singles and EPs and have toured Norway on a regular basis since their formation in 1999. Black Debbath is associated with the label Duplex and bands such as Gartnerlosjen <a href=""https://www.last.fm/music/Black+Debbath"">Read more on Last.fm</a>",34218,694289,"('Gartnerlosjen', 'Bare Egil Band', 'Thulsa Doom', 'El Caco', 'Aasen')"
126,Carptree,"Carptree is a swedish progressive-rock-duo (plus guests). Their music combines neoprog with haunting melodies.  <a href=""https://www.last.fm/music/Carptree"">Read more on Last.fm</a>",7730,170816,"('Little Atlas', 'Brother Ape', 'Martigan', 'Tinyfish', 'Landmarq')"
127,The Fall,"Famously described by John Peel as being ""always different, always the same"", The Fall was formed in Manchester, England in 1976 during the Punk era although their style quickly evolved into something more idiosyncratic.
 
The one permanent fixture amidst the Fall's ever-changing line-up was Mark E. Smith (1957 – 2018). Smith's lyrics are free, unboxed and unpredictable, touching on an extremely wide range of subjects and places, and caring little for being tied down to easily digestible messages. <a href=""https://www.last.fm/music/The+Fall"">Read more on Last.fm</a>",569185,20219085,"('Wire', 'Josef K', 'Magazine', 'Public Image Ltd.', 'Swell Maps')"
128,Kirlian,"1) Abe Duque (A.K.A Kirlian)
Biography: Cute how naive some people can be. Abe Duque thought that being a professional DJ is all fun and no duties. But the moment the ink had dried on his 1 page contract with Abuse Industries he had a schedule tight as his butthole. Seven days a week prom..

The name is pronounced “Du-kay”. He jokingly describes himself as one of the ""few producers still licenced to use the 303"". But with a career that started in the early days of house at New York's notorious Limelight <a href=""https://www.last.fm/music/Kirlian"">Read more on Last.fm</a>",2101,14121,"('Hypnotizer', 'Abe Duque', 'Richard Bartz', 'DJ ESP', 'Steve Larson')"
129,Chris Spedding,"Chris Spedding (born 17 June 1944 in Staveley, Derbyshire, as Peter Robinson and renamed Christopher John Spedding by his adoptive parents) is an English rock and roll and jazz guitarist, best known for his session work. Amongst the bands with which he has played are Pete Brown & His Battered Ornaments, the pioneering British jazz-rock band Nucleus, and British rock band Sharks. In 1975 Spedding had a Top 20 solo hit in the UK with ""Motorbikin'"".  As a session musician he played on Harry Nilsson's breakthrough album <a href=""https://www.last.fm/music/Chris+Spedding"">Read more on Last.fm</a>",69386,369853,"('Dr. Feelgood', 'Graham Parker', 'Brinsley Schwarz', 'The Inmates', 'Nick Lowe')"
130,Thom Shepherd,"Thom Shepherd is a songwriter and amazing performer from Nashville, Tennessee. He’s had over sixty songs recorded, including cuts by Colt Ford, Bucky Covington, George Jones, Trailer Choir, Montgomery Gentry, Buddy Jewell, and Cledus T. Judd. 

He is the writer of Kevin Fowler’s three week #1 single “Beer Season,” as well as Fowler’s Top 5 Texas Music Chart single, “Cheaper To Keep Her.” His song “Bad Luck” was featured on American Idol, and he wrote the title track of Tracy Lawrence’s Grammy nominated album “The Rock. <a href=""https://www.last.fm/music/Thom+Shepherd"">Read more on Last.fm</a>",2081,65681,"('TJ Broscoff', 'Ashleigh Dallas', 'Benn Gunn', 'Josh Grider', 'Buck T. Edwards')"
131,Daeonia,"Daeonia

Dark gothic band from Voorburg (the Netherlands), inspired by The Sisters Of Mercy, The Tea Party, Nick Cave, David Bowie en Muse. 

The band starts under the name Aeon in 1993. The first demo... The Dreaming moment (1995) become exclaimed to demo of the month in earthquake (Aardschok). Shortly after appearing the second demo Morphic country (1997) the group name changes in Daeonia. The second demo awakes interest at the British Candlelight. <a href=""https://www.last.fm/music/Daeonia"">Read more on Last.fm</a>",1174,9613,"('The Hall of Souls', 'Sweet Ermengarde', 'Bitter Grace', 'Gothic Sex', 'The Mist of Avalon')"
132,Alberto Vazquez,"Singer and movie co-star with mexican singers as Enrique Guzman,  Angelica Maria,  Cesar Costa,  and others.  Several 60's hits.

http://www.cmt.com/artists/az/vazquez_alberto/bio.jhtml

Info coming from above site;  Corrido and ranchera singer Alberto Vazquez has recorded hundreds of songs during his long career, and scored with the hits ""Ausente,"" ""Olvidalo,"" ""Pecador,"" and ""Rogaciano."" He has also written songs with José Alfredo Jiménez, including ""Ella"" and ""El Jinete."" ~ John Bush, All Music Guide <a href=""https://www.last.fm/music/Alberto+Vazquez"">Read more on Last.fm</a>",25806,153812,"('Manolo Muñoz', 'Angelica Maria', 'Johnny Laboriel', 'Los Hermanos Carrion', 'Los Rebeldes Del Rock')"
133,Hasil Adkins & An Unknown Band," <a href=""https://www.last.fm/music/+noredirect/Hasil+Adkins+&+An+Unknown+Band"">Read more on Last.fm</a>",9,19,()
134,Sol D' Menta,"Sol D'Menta (also known as Los Soles) is a rock en espa~ol band from Puerto Rico. The band is composed of Erick Seda Santana (""Jey"") on the bass guitar, Omar Abnel Hernandez Gonzalez (""Gulin, el Gallo"") on singing, Miguel ""Tito"" Rodriguez on guitar, and Ernesto Jose ""Che"" Rodriguez Soto on the drums.

The band formed in 1994 but released their first album in 1996. For their third album, Tocando Madera, the group set up their own production company, recording an acoustic album live at the Hard Rock Cafe in San Juan. <a href=""https://www.last.fm/music/Sol+D%27+Menta"">Read more on Last.fm</a>",1689,15046,"('Vivanativa', 'Niño Planeta', 'Fiel a La Vega', 'Ignacio Peña', 'Millo Torres Y El Tercer Planeta')"
135,Levente Szörényi," <a href=""https://www.last.fm/music/Levente+Sz%C3%B6r%C3%A9nyi"">Read more on Last.fm</a>",3449,69473,"('Illés-Ensemble', 'Réka Juhász', 'Korál', 'Tóth Gabi', 'Bittó Duó')"
136,Barry Manilow,"Barry Manilow (born Barry Alan Pincus on June 17, 1943) is an American singer, songwriter, and record producer whose career has spanned over six decades. He is known for numerous popular recordings, including ""Could It Be Magic"", ""Looks Like We Made It"", ""Mandy"", ""I Write the Songs"", ""Can't Smile Without You"", ""Weekend in New England"", and ""Copacabana (At the Copa)"".

Manilow has achieved significant success on the Adult Contemporary Chart, with 51 Top 40 singles <a href=""https://www.last.fm/music/Barry+Manilow"">Read more on Last.fm</a>",924996,8502652,"('Captain & Tennille', 'England Dan & John Ford Coley', 'Air Supply', 'Bread', 'Eric Carmen')"
137,The Sleepy Jackson,"The Sleepy Jackson is an alternative rock band from Perth, Australia. The band's name was inspired by a former drummer who was narcoleptic. While a series of acclaimed EPs brought Luke Steele and The Sleepy Jackson to the broader musical attention of Australia, it was the release of their 2003 album Lovers that directed significant international focus upon the band.

The band revolves around the distinctive vocal style of songwriter Luke Steele. Stemming from a musical family <a href=""https://www.last.fm/music/The+Sleepy+Jackson"">Read more on Last.fm</a>",149099,1629818,"('Jebediah', 'Little Birdy', 'Grinspoon', 'The Panics', 'Augie March')"
138,The Upsetters,"There are at least four bands with the name The Upsetters:
1) The Upsetters was the name given to the house band for Jamaican reggae producer Lee ""Scratch"" Perry. 
2) The Upsetters was the name of Little Richard's backing band playing R&B and rock 'n' roll during the 1950s. 
3) The Upsetters was a South African garage rock band active in the 1960s. 
4) The Upsetters was a soul band. 

1. ""The Upsetters"" was the name of the studio backing band of Jamaica Reggae producer Lee ""Scratch"" Perry, a. <a href=""https://www.last.fm/music/The+Upsetters"">Read more on Last.fm</a>",330181,3467781,"('Lee ""Scratch"" Perry & The Upsetters', 'Lee ""Scratch"" Perry', 'The Heptones', 'King Tubby', 'Augustus Pablo')"
139,Virginia Lopez,"The correct spelling is Virginia López please correct your ID3 tags.

Virginia López was a American Bolero singer singing in Spanish who was very popular in the 50s - 60s who released music on the famous Seeco Records. She probably from Puerto Rico as many artist on that label are of Latin decent, like Cuban, Argentinian, Mexican or Puerto Rican. <a href=""https://www.last.fm/music/Virginia+Lopez"">Read more on Last.fm</a>",8233,36932,"('Fernando Fernandez', 'Emilio Tuero', 'Maria Victoria', 'Amparo Montes', 'Los Jaibos')"
140,Desmond Dekker,"Desmond Dekker (born in Kingston, Jamaica on 16 July 1941 - deceased 25 May 2006), was a Jamaican ska and reggae singer and songwriter. Together with his backing group, The Aces (consisting of Wilson James and Easton Barrington Howard), he had the first international Jamaican hit, Israelites. Other hits include 007 (Shanty Town) (1967) and It Mek (1968). Before the ascent of Bob Marley, Dekker was the best-known Jamaican musician outside of his country, and one of the most popular within it. <a href=""https://www.last.fm/music/Desmond+Dekker"">Read more on Last.fm</a>",464699,4917009,"('The Ethiopians', 'The Pioneers', 'Toots and The Maytals', 'Derrick Morgan', 'Desmond Dekker & The Aces')"
141,Melys,"Melys (translation ""Sweet"")  is a Welsh indie-rock band from Betws-y-Coed. Formed in 1996, the band went on hiatus from 2005-2009. 

Much loved by the legendary British DJ John Peel, core members are Andrea Parker (vocals), Paul Adams (guitar and keyboards), Carys Jones (keyboards) and Gary Husband. Between 1996 and 2005 they released five full-length albums plus numerous other recordings. Their debut album, 'Rumours and Curses', came out in 1998 on Arctic/Pinnacle records <a href=""https://www.last.fm/music/Melys"">Read more on Last.fm</a>",5904,65055,"('Ffa Coffi Pawb', 'Datblygu', 'Radio Luxembourg', 'Murry the Hump', 'Tystion')"
142,Amber Smith,"Amber Smith was formed in 2000 by singer-songwriter Imre Poniklo as a temporary project. Due to critical acclaim, they carried on until autumn 2001 when he moved to London (just after the release of their first EP, ""there is no way""). Moving back to Budapest a year later songsmith imre reformed the band with new members, and released their first LP in Germany titled ""My little servant"". It was followed by several German tours, and additional shows in France, Croatia, Czech republic, Spain, and 2 concerts in Tokyo, Japan in 2004. <a href=""https://www.last.fm/music/Amber+Smith"">Read more on Last.fm</a>",9974,115963,"('EZ Basic', 'Kaukázus', 'Amorf Ördögök', 'Heaven Street Seven', 'Kistehén tánczenekar')"
143,Los Freddy's,"Los Freddy's (or Los Freddys) were a Mexican musical group, founded in 1962 in Guadalajara, Jalisco.

The group was one of the most popular Mexican ensembles of the 1960s and 1970s. Early in their careers, the group earned popularity by playing cover songs of popular English-language songs (such as Sam the Sham & the Pharaohs' ""Wooly Bully"" and The Beatles' ""Penny Lane"") that were translated into Spanish, as well as producing original romantic ballads. <a href=""https://www.last.fm/music/Los+Freddy%27s"">Read more on Last.fm</a>",17474,134311,"('Los Muecas', 'Industria Del Amor', 'Lorenzo de Monteclaro', 'La Autoridad De La Sierra', 'Beatriz Adriana')"
144,Termites,"

 <a href=""https://www.last.fm/music/+noredirect/Termites"">Read more on Last.fm</a>",1049,5174,()
145,chewbacca's,"By www.soundsxp.com: ""Chewbaccas were a lot more Empire Strikes Back. It would be easy to dismiss this cool and cartoonish band as ""Hombre o Astrohombre"" but if anything they have a broader spectrum both sonically and musically than their heroes. Surf, samplers and SFX collide with Detroit rock and funky wah bass to provide the perfect soundtrack for a hover car chase. Loud, fast and""quirky: the MC5 meet the Munsters at Mission Control."" Earth people, are you ready for the INVASION? <a href=""https://www.last.fm/music/chewbacca%27s"">Read more on Last.fm</a>",3783,18313,"('The Star And Key Of The Indian Ocean', 'Alwaro Negro', 'Jackie and The Cedrics', ""Estrume'n'tal"", 'The Retroliners')"
146,7 Foot Jr.,"7FOOT JR. was formed back in December 1999 by brothers Allan and Mike Elgar, Macky Macaventa and Frank de Castro.

From the onset, the band went on to write and perform their original material. By March 2000, the single entitled MATA (written and sung by Mike Elgar) was aired over Manila's rock radio stations. Soon after, MAHIWAGANG OO (written and sung by Macky Macaventa) was also released as a follow-up.

By June 2001, Mike was invited to join Rivermaya, so the band moved on with Leo Amistoso to take on the vocal duty and front the band. <a href=""https://www.last.fm/music/7+Foot+Jr."">Read more on Last.fm</a>",1032,9611,"('Bleud', 'Banig', 'Florante Aguilar & Lori Abucayan', 'Various Artists - Star Records', 'Kate D.')"
147,Need New Body,"Formed from the remnants of Bent Leg Fatima, Need New Body have been called everything from ""beardo wierdcore"" to ""spazzcore,"" due to its splicing of such disparate styles as noise rock, folk, avant-garde and jazz. Percussionist Chris Powell, keyboardists Dale Jimenez and Jamey Robinson and vocalist/multi-instrumentalist Jeff Bradbury formed Bent Leg Fatima in 1996 and later moved to Philadelphia in 1999 before releasing their debut record. Shortly after, Robinson departed, resulting in the band's disintegration. <a href=""https://www.last.fm/music/Need+New+Body"">Read more on Last.fm</a>",18667,219247,"('Icy Demons', 'The USA Is a Monster', 'Pit Er Pat', 'Mahjongg', 'Wizardzz')"
148,I Lobello," <a href=""https://www.last.fm/music/+noredirect/I+Lobello"">Read more on Last.fm</a>",15,230,()
149,Let Me Introduce You to the End,"Inter-continental musical project, Let Me Introduce You To The End, has garnered worldwide attention for giving the most emotional performances in Poland. With their unique story and highly sentimental songs, LMIYTTE is fast becoming known for attracting teary-eyed fans to some of the most prestigious museums, theaters and venues in Europe and America.

LMIYTTE is an ensemble of musical artists all devoted to advancing the artistic endeavors of leader, Ryan Socash. <a href=""https://www.last.fm/music/Let+Me+Introduce+You+to+the+End"">Read more on Last.fm</a>",4275,120622,"('Iluzjon', 'Retrospective', 'George Dorn Screams', 'Satellite', 'FJIERI')"
150,Leroy Smart,"Leroy Smart, born 1952, Kingston, Jamaica, is a reggae singer and producer.

>>>Biography<<<

Smart was born in 1952 and orphaned aged 2. He was raised at Maxfield Park Childrens Home and educated at Alpha Boys School,[1] where he studied singing, drums and dancing.[2]

Smart recorded his first single, ""It Pains Me"" in 1969 for a producer called Mr. Caribbean.[3] In 1970 he recorded ""Ethiopia"" for Joe Gibbs, and the first version of one of his most famous songs, ""Pride & Ambition"", with producer Gussie Clarke. <a href=""https://www.last.fm/music/Leroy+Smart"">Read more on Last.fm</a>",53739,282832,"('Johnny Clarke', 'Barry Brown', 'Cornell Campbell', 'Frankie Paul', 'Delroy Wilson')"
151,Marc Sway," <a href=""https://www.last.fm/music/Marc+Sway"">Read more on Last.fm</a>",6538,58420,"('Adrian Stern', 'Caroline Chevin', 'Ritschi', 'Plüsch', 'Fabienne Louves')"
152,Malalma,"Cuando uno sueña con armar un grupo, una de las categorías más difíciles de mantener, es saber que en cualquier momento la tribu se acaba: desde los mayas hasta los muiscas.

Después de que se disuelve la “tribu musical” Cabuya, Sergio Arias y Edgar Jiménez con la experiencia de los últimos años de premios y fracasos, empezaron a trabajar sobre el concepto de crear un grupo de canciones que se combinaran con artes múltiples donde lo que prima es el sonido, la imagen y la sensación, independientemente de quiénes las toquen. <a href=""https://www.last.fm/music/Malalma"">Read more on Last.fm</a>",4501,36318,"('Velandia y la tigra', 'Pernett & The Caribbean Ravers', 'Palenke Soultribe', 'Hotel Mama', '1280 Almas')"
153,Dave Lindholm,"Ralf-Henrik ”Dave” Lindholm (born 31 March 1952, Helsinki) is Finnish guitarist and singer-songwriter who has made a career under his own name and also participated in some noteworthy groups. He has written songs and recorded in both Finnish and English.

Lindholm's first recordings were made with his band Ferris that published its sole recording in 1971 through Love Records label. He wanted to record for Love Records also under his own name. <a href=""https://www.last.fm/music/Dave+Lindholm"">Read more on Last.fm</a>",26617,423719,"('Isokynä Lindholm', 'Isokynä Lindholm & Orfeus', 'Bluesounds', 'Kauko Röyhkä', 'Kauko Röyhkä & Riku Mattila')"
154,The Golden Seals,"The Golden Seals are a Canadian indie rock band. Based in Ottawa, the band is led by singer and songwriter Dave Merritt. Other members include Philip Shaw Bova, Matt Ouimet, Steve Boudreau and Mike Bonnell.

The band was formed in 1999, after Merritt and Bonnell's prior bands, Adam West and The Buffalo Brothers, broke up. The two originally collaborated on a song for the Rheostatics album The Story of Harmelodia, ""Song of the Garden"", and then began working on the first Golden Seals album, Storybook Endings. <a href=""https://www.last.fm/music/The+Golden+Seals"">Read more on Last.fm</a>",1375,6193,"('Rheostatics', 'The Violet Archers', 'Nick Zubeck', 'Wooden Stars', 'Jim Bryson')"
155,Jesus Jones,"Jesus Jones are an English alternative rock group that has recorded and performed from the late 80s up into the present day, best known for their mainstream dance breakout hits in the early 90s such as ""Right Here Right Now"" and ""Real Real Real"" (both Top 40 tracks in both the U.S. and the U.K). Incorporating elements of electronic music styles such as house and techno to an alternative rock format, along with fellow British groups such as The Shamen <a href=""https://www.last.fm/music/Jesus+Jones"">Read more on Last.fm</a>",199022,1424321,"('Pop Will Eat Itself', 'EMF', ""Ned's Atomic Dustbin"", 'The Wonder Stuff', 'Carter the Unstoppable Sex Machine')"
156,Beatnik Turtle,"Beatnik Turtle is a remarkably prolific and fiercely independent band based in Chicago, IL. They have released over 450 songs, 365 of which were released in a single year--one for each day--at thesongoftheday.com where they continue to release a song every week.
 <a href=""https://www.last.fm/music/Beatnik+Turtle"">Read more on Last.fm</a>",1433,12767,"('The Great Luke Ski', ""TV's Kyle"", 'Ookla the Mok', 'Uncle Monsterface', 'Nuclear Bubble Wrap')"
157,Roy Orbison,"Roy Kelton Orbison (April 23, 1936 – December 6, 1988), nicknamed ""The Big O"", was an influential American singer-songwriter and a pioneer of rock and roll, whose recording career spanned more than four decades. By the mid-1960s Orbison was internationally recognized for his ballads of lost love, rhythmically advanced melodies, three-octave vocal range, characteristic dark sunglasses, and sometimes distinctive usage of falsetto, typified in songs such as ""Only the Lonely, ""Oh, Pretty Woman"", and ""Crying"". <a href=""https://www.last.fm/music/Roy+Orbison"">Read more on Last.fm</a>",1795194,21931813,"('The Everly Brothers', 'Traveling Wilburys', 'Jerry Lee Lewis', 'Elvis Presley', 'Buddy Holly')"
158,Seven Steps to the Green Door,"Lars Köhler (voc) 

Ronny Gruber (voc) 

Anne Trautmann (voc) 

Marek Arnold (keys, sax) 

Eddie Gemeinhardt (guit) 

Heiko Rehm (bass) 

Ulf Reinhardt (drums)

If a band with its debut album already creams off the first prize in two categories (progressive and experimental) at the German Rock and Pop Awards, the probably biggest and most important band competition in Germany, it definitely is worth it to listen carefully: with the moderate use of cross-genre stylistic devices <a href=""https://www.last.fm/music/Seven+Steps+to+the+Green+Door"">Read more on Last.fm</a>",2486,62141,"('Drifting Sun', '3rdegree', 'Leap Day', 'Eye 2 Eye', 'Jack Foster III')"
159,Midnight Configuration,"Trev formed Midnight Configuration originally as a solo project back in mid 1993 with the purchase of his first sequencer. Shortly afterwards he put out his first solo CD maxi called Gothtec, a four track affair where Trevor did absolutely everything! Once the wheels were in motion Trevor started work on the second maxi Spectral Dance which was released on the 31st of October 1994 at the very first Carnival Of Souls, the famous Gothic/fetish festival then held at Rock City in Nottingham. This night also saw the debut performance of the band.  <a href=""https://www.last.fm/music/Midnight+Configuration"">Read more on Last.fm</a>",9475,78891,"('Faithful Dawn', 'Every New Dead Ghost', 'Nekromantik', 'Phantom Vision', 'Athamay')"
160,Hateful Monday,"If Swiss PunkRock is as good as swiss chocolate, Hateful Monday definitiely is the peanut of it all... Formed in 1999 in the Geneva suburbs by Lead singer Seb and drummer Igor, the band will later find its final identity with the arrival of guitar palyers Gr3g and Matt, coming all the way from the nice french neighbourood... The band already have 2 EP and 1 LP released on independant swiss label such as Hannibal's Records (Swiss favorite independant sh*t !). <a href=""https://www.last.fm/music/Hateful+Monday"">Read more on Last.fm</a>",3756,60571,"('Standing Still', 'Down By Fire', 'New Pokerface', 'High Five Drive', 'Pendleton')"
